from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
4579,4579,4,0,14704982,14704776
4579,4579,4,0,14704983,14704777
4579,4579,4,0,14704984,14704778
4579,4579,4,0,14704985,14704779
4579,4579,4,0,14704986,14704780
4579,4579,4,0,14704987,14704769
4579,4579,4,0,14704988,14704781
4579,4579,4,0,14704989,14704783
4579,4579,4,0,14704990,14704784
4579,4579,4,0,14704991,14704785
4579,4579,4,0,14704992,14704786
4579,4579,4,0,14704993,14704768
4579,4579,4,0,14704994,14704771
4579,4579,4,0,14705028,14704836
4579,4579,4,0,14705029,14704837
4579,4579,4,0,14705030,14704838
4579,4579,4,0,14705031,14704839
4579,4579,4,0,14705032,14704840
4579,4579,4,0,14705033,14704847
4579,4579,4,0,14705034,14704848
4579,4579,4,0,14705035,14704850
4579,4579,4,0,14705036,14704849
4579,4579,4,0,14705037,14704851
4579,4579,4,0,14705038,14704852
4579,4579,4,0,14705039,14704853
4579,4579,4,0,14705040,14704841
4579,4579,4,0,14705041,14704828
4579,4579,4,0,14705042,14704829
4579,4579,4,0,14705043,14704842
4579,4579,4,0,14705044,14704830
4579,4579,4,0,14705045,14704843
4579,4579,4,0,14705046,14704846
4579,4579,4,0,14705047,14704844
4579,4579,4,0,14705048,14704845
4579,4579,4,0,14705049,14704831
4579,4579,4,0,14705050,14704832
4579,4579,4,0,14705051,14704833
4579,4579,4,0,14705052,14704827
4579,4579,4,0,14705053,14704834
4579,4579,4,0,14705054,14704835
4579,4579,4,0,14705055,14704854
4579,4579,4,0,14735521,14704724
4579,4579,4,0,14735579,14704712
4579,4579,4,0,14741473,14741472
4599,4447,0,240,,
4599,4599,0,240,,
460,1522,0,240,,
460,1589,0,240,,
4608,13101,0,240,,
4608,4608,0,240,,
4629,4689,0,240,,
463,11014,2,300,,
463,11021,0,240,,
4640,4678,0,240,,
4642,12163,2,300,,
4644,4644,0,240,,
4644,4674,0,240,,
4647,4647,0,240,,
4647,4670,0,240,,
4652,4665,0,240,,
4654,4654,0,240,,
4654,4832,0,240,,
4656,10947,2,420,,
4656,4461,2,420,,
4656,4656,0,240,,
4660,10947,0,240,,
4660,4491,0,240,,
4674,4644,0,240,,
4674,4674,0,240,,
4722,10819,0,240,,
4722,10823,0,240,,
4734,8636,0,240,,
4750,10819,0,240,,
4750,10823,0,240,,
4756,10328,2,300,,
4756,4756,4,0,14826525,14826509
4756,4756,4,0,14826526,14826510
4756,4756,4,0,14826527,14826511
4756,4756,4,0,14826528,14826512
4756,4756,4,0,14826529,14826513
4756,4756,4,0,14826530,14826514
4756,4756,4,0,14826531,14826515
4756,4756,4,0,14826532,14826516
4756,4756,4,0,14826533,14826517
4756,4756,4,0,14826534,14826518
4756,4756,4,0,14826535,14826519
4756,4756,4,0,14826536,14826520
4756,4756,4,0,14826537,14826521
4756,4756,4,0,14826538,14826522
4756,4756,4,0,14826539,14826523
4756,4756,4,0,14826540,14826524
4756,4756,4,0,14826849,14826834
4756,4756,4,0,14826850,14826835
4756,4756,4,0,14826851,14826836
4756,4756,4,0,14826852,14826837
4756,4756,4,0,14826853,14826838
4756,4756,4,0,14826854,14826839
4756,4756,4,0,14826855,14826840
4756,4756,4,0,14826856,14826841
4756,4756,4,0,14826857,14826842
4756,4756,4,0,14826858,14826843
4756,4756,4,0,14826859,14826844
4756,4756,4,0,14826860,14826845
4756,4756,4,0,14826861,14826846
4756,4756,4,0,14826862,14826847
4756,4756,4,0,14826863,14826848
4756,4756,4,0,14895671,14895647
4756,4756,4,0,14895672,14895648
4756,4756,4,0,14895673,14895649
4756,4756,4,0,14895674,14895650
4756,4756,4,0,14895675,14895651
4756,4756,4,0,14895676,14895652
4756,4756,4,0,14895677,14895653
4756,4756,4,0,14895678,14895654
4756,4756,4,0,14895679,14895655
4756,4756,4,0,14895680,14895656
4756,4756,4,0,14895681,14895657
4756,4756,4,0,14895682,14895659
4756,4756,4,0,14895683,14895660
4756,4756,4,0,14895684,14895661
4756,4756,4,0,14895685,14895662
4756,4756,4,0,14895686,14895663
4756,4756,4,0,14895687,14895664
4756,4756,4,0,14895688,14895665
4756,4756,4,0,14895689,14895666
4756,4756,4,0,14895690,14895667
4756,4756,4,0,14895691,14895668
4756,4756,4,0,14895692,14895669
4756,4756,4,0,14895693,14895670
48,11563,2,300,,
48,98,0,240,,
4817,4817,4,0,14826541,14826557
4817,4817,4,0,14826542,14826558
4817,4817,4,0,14826543,14826559
4817,4817,4,0,14826544,14826560
4817,4817,4,0,14826545,14826561
4817,4817,4,0,14826546,14826562
4817,4817,4,0,14826547,14826563
4817,4817,4,0,14826548,14826564
4817,4817,4,0,14826549,14826565
4817,4817,4,0,14826550,14826566
4817,4817,4,0,14826551,14826567
4817,4817,4,0,14826552,14826568
4817,4817,4,0,14826553,14826569
4817,4817,4,0,14826554,14826570
4817,4817,4,0,14826555,14826571
4817,4817,4,0,14826556,14826572
4817,4817,4,0,14826864,14826878
4817,4817,4,0,14826865,14826879
4817,4817,4,0,14826866,14826880
4817,4817,4,0,14826867,14826881
4817,4817,4,0,14826868,14826882
4817,4817,4,0,14826869,14826883
4817,4817,4,0,14826870,14826884
4817,4817,4,0,14826871,14826885
4817,4817,4,0,14826872,14826886
4817,4817,4,0,14826873,14826887
4817,4817,4,0,14826874,14826888
4817,4817,4,0,14826875,14826889
4817,4817,4,0,14826876,14826890
4817,4817,4,0,14826877,14826891
4817,4817,4,0,14895698,14895720
4817,4817,4,0,14895699,14895721
4817,4817,4,0,14895700,14895722
4817,4817,4,0,14895701,14895723
4817,4817,4,0,14895702,14895724
4817,4817,4,0,14895703,14895725
4817,4817,4,0,14895704,14895726
4817,4817,4,0,14895705,14895728
4817,4817,4,0,14895706,14895727
4817,4817,4,0,14895707,14895729
4817,4817,4,0,14895708,14895730
4817,4817,4,0,14895709,14895731
4817,4817,4,0,14895710,14895732
4817,4817,4,0,14895711,14895733
4817,4817,4,0,14895712,14895734
4817,4817,4,0,14895713,14895735
4817,4817,4,0,14895714,14895736
4817,4817,4,0,14895715,14895737
4830,4061,2,300,,
4830,4830,0,240,,
4845,12939,2,420,,
4845,4845,0,240,,
4845,4939,0,240,,
4845,5093,0,240,,
4845,5230,0,240,,
4845,5244,0,240,,
4845,5553,0,240,,
4845,5997,0,240,,
4845,6080,0,240,,
4845,6455,0,240,,
485,12713,2,300,,
485,418,2,300,,
485,485,0,240,,
4879,405,2,480,,
4879,407,2,300,,
4879,542,2,360,,
4879,584,2,600,,
4881,10399,2,300,,
4881,11706,0,240,,
4881,4495,2,420,,
4881,4496,2,420,,
4881,4881,0,240,,
4881,8041,2,420,,
4881,9129,2,480,,
4881,97,2,360,,
4882,11272,2,420,,
4882,4882,0,240,,
4887,4887,0,240,,
4915,11826,2,360,,
4915,4849,2,300,,
4917,12939,2,300,,
4917,4846,2,300,,
4917,4917,0,240,,
4917,5093,2,420,,
4925,5567,2,360,,
4925,5615,0,240,,
4928,4928,0,240,,
4928,9961,0,240,,
4929,4929,0,240,,
4933,5567,0,240,,
4933,5615,0,240,,
4936,11121,0,240,,
4936,4922,2,300,,
4936,6081,2,300,,
4939,4845,0,240,,
4939,4939,0,240,,
4939,5093,0,240,,
4939,5230,0,240,,
4939,5244,0,240,,
4939,5553,0,240,,
4939,5997,0,240,,
4939,6080,0,240,,
4939,6455,0,240,,
4949,5019,0,240,,
4949,5074,0,240,,
4950,11627,2,600,,
4950,11630,2,420,,
4959,4959,0,240,,
4959,4974,0,240,,
4959,5133,0,240,,
4961,12794,2,300,,
4961,12943,2,300,,
4961,4961,0,240,,
4961,4962,0,240,,
4961,4972,0,240,,
4962,12794,2,300,,
4962,4961,0,240,,
4962,4962,0,240,,
4962,4972,0,240,,
4965,10896,2,300,,
4965,10897,2,300,,
497,442,2,360,,
497,497,0,240,,
497,676,2,300,,
497,955,2,600,,
4972,12943,2,300,,
4972,4961,0,240,,
4972,4962,0,240,,
4972,4972,0,240,,
498,441,2,300,,
4981,11630,2,480,,
4982,11627,2,480,,
4984,5019,0,240,,
4984,5074,0,240,,
5003,8615,2,360,,
5004,5009,2,300,,
5007,11895,0,240,,
5007,5007,0,240,,
5007,5007,4,0,14708071,14708050
5007,5007,4,0,14708072,14708052
5007,5007,4,0,14708074,14708054
5007,5007,4,0,14708076,14708057
5007,5007,4,0,14708077,14708059
5007,5007,4,0,14708078,14708051
5007,5007,4,0,14708079,14708058
5007,5007,4,0,14708080,14708049
5007,5007,4,0,14708081,14708048
5007,5007,4,0,14708083,14708046
5007,5007,4,0,14708086,14708053
5007,5007,4,0,14708088,14708056
5007,5007,4,0,14708090,14708047
5007,5007,4,0,14708093,14708060
5007,5007,4,0,14708094,14708055
5007,5007,4,0,14708095,14708066
5007,5007,4,0,14708121,14708100
5007,5007,4,0,14708123,14708116
5007,5007,4,0,14708124,14708105
5007,5007,4,0,14708125,14708114
5007,5007,4,0,14708126,14708117
5007,5007,4,0,14708128,14708107
5007,5007,4,0,14708129,14708102
5007,5007,4,0,14708134,14708103
5007,5007,4,0,14708135,14708112
5015,11628,2,480,,
5015,11629,2,480,,
5019,4949,0,240,,
5019,4984,0,240,,
5019,5019,0,240,,
5019,5074,0,240,,
5021,5104,0,240,,
5021,5140,0,240,,
5023,5256,2,420,,
5024,5024,0,240,,
5024,5068,2,300,,
5025,11127,2,300,,
5025,11130,2,300,,
5025,5025,0,240,,
5029,5029,0,240,,
503,1244,0,240,,
503,503,0,240,,
5034,5656,0,240,,
5034,5678,2,300,,
5037,5719,0,240,,
5037,5725,0,240,,
5039,5039,0,240,,
5040,5039,2,360,,
5040,5050,2,300,,
5040,5794,2,360,,
5040,8351,2,360,,
5042,12155,0,240,,
5042,12695,0,240,,
5042,12916,0,240,,
5042,5042,0,240,,
5042,6468,2,480,,
5042,8059,0,240,,
5052,5719,0,240,,
5052,5725,0,240,,
5055,5656,0,240,,
5055,5678,0,240,,
5059,11701,2,360,,
5065,12938,2,300,,
5065,12942,2,300,,
5065,5028,0,240,,
5065,5255,0,240,,
5066,5066,0,240,,
5067,11127,2,300,,
5067,11130,2,300,,
5067,5067,0,240,,
5069,5069,0,240,,
5069,5250,0,240,,
5072,5104,0,240,,
5072,5140,0,240,,
5074,4949,0,240,,
5074,4984,0,240,,
5077,11629,2,480,,
5104,5021,0,240,,
5104,5072,0,240,,
5111,5059,0,240,,
5117,5659,0,240,,
5117,5675,0,240,,
5119,5119,0,240,,
5119,5125,0,240,,
5119,5723,0,240,,
512,1244,2,600,,
5122,10880,0,240,,
5122,10881,2,300,,
5122,11764,0,240,,
5122,11882,0,240,,
5122,5045,0,240,,
5122,5122,0,240,,
5122,5262,0,240,,
5122,5494,0,240,,
5122,5667,0,240,,
5122,5768,0,240,,
5122,5769,0,240,,
5122,5793,0,240,,
5122,5891,0,240,,
5122,6467,0,240,,
5124,5124,0,240,,
5124,5721,2,300,,
5127,5659,0,240,,
5127,5675,0,240,,
5138,11128,0,240,,
5138,11129,0,240,,
5140,5021,0,240,,
5140,5072,0,240,,
5148,5148,0,240,,
5148,5252,0,240,,
5148,5890,2,120,,
5148,6458,0,240,,
5148,7639,2,120,,
5176,5188,0,240,,
5176,5900,0,240,,
5180,11664,2,480,,
5180,5180,0,240,,
5180,5183,2,360,,
5180,5815,2,360,,
5180,9720,0,240,,
5183,11664,2,300,,
5183,5180,2,240,,
5183,5183,0,240,,
5183,5815,2,300,,
5183,9720,2,480,,
5187,5187,0,240,,
5216,6727,2,120,,
5216,6736,2,120,,
5216,7468,0,240,,
5216,7591,2,120,,
5216,7635,0,240,,
5230,4845,0,240,,
5230,4939,0,240,,
5230,5093,0,240,,
5230,5244,0,240,,
5230,5553,0,240,,
5230,6080,0,240,,
5230,6455,0,240,,
5242,5218,2,360,,
5242,6728,0,240,,
5242,6738,0,240,,
5250,5069,2,300,,
5250,5250,0,240,,
5250,5256,0,240,,
5250,5869,0,240,,
5252,5148,0,240,,
5252,6458,2,120,,
5256,5069,0,240,,
5256,5250,0,240,,
5256,5256,0,240,,
5256,5869,0,240,,
5274,5419,0,240,,
5274,6060,2,300,,
5275,5275,0,240,,
5275,5419,2,360,,
5285,5285,0,240,,
5285,5410,0,240,,
5285,6113,0,240,,
5285,6478,0,240,,
5287,11592,2,360,,
5287,5287,0,240,,
5287,5805,0,240,,
5287,5826,0,240,,
5288,11592,2,360,,
5288,5805,0,240,,
5288,5826,0,240,,
5295,5919,0,240,,
5295,5960,0,240,,
5311,5311,0,240,,
5323,5323,0,240,,
5332,11331,2,300,,
5332,13056,2,300,,
5335,11754,2,360,,
5335,5381,2,300,,
5336,5336,0,240,,
5336,7100,2,300,,
5336,8989,2,600,,
5341,11775,0,240,,
5341,5365,0,240,,
5341,5376,0,240,,
5342,5364,0,240,,
5350,5350,0,240,,
5350,9412,2,360,,
5352,12173,2,300,,
5352,5352,0,240,,
5352,7095,0,240,,
5352,7166,0,240,,
5352,7207,0,240,,
5352,7214,0,240,,
5352,7259,0,240,,
5354,5354,0,240,,
5358,5346,2,300,,
5359,5359,0,240,,
5360,5345,0,240,,
5360,7150,2,360,,
5360,7169,2,300,,
5374,5374,0,240,,
5381,5381,0,240,,
5389,10671,0,240,,
5389,5325,0,240,,
5389,5389,0,240,,
5404,10163,2,420,,
5404,10642,0,240,,
5404,5404,0,240,,
5410,5285,0,240,,
5410,6113,2,300,,
5410,6478,0,240,,
542,4887,0,240,,
5428,5428,0,240,,
5431,5431,0,240,,
5431,5548,2,360,,
5431,6089,2,360,,
5435,5435,0,240,,
5436,11704,0,240,,
5436,5436,0,240,,
5436,5542,0,240,,
5436,6139,0,240,,
5436,6174,0,240,,
5436,6340,2,300,,
5436,8854,0,240,,
5437,5437,0,240,,
5445,5445,0,240,,
5446,5526,2,360,,
5446,5528,2,360,,
5448,5524,2,300,,
5448,6186,2,300,,
545,11403,2,300,,
545,218,2,360,,
545,329,2,300,,
545,545,0,240,,
545,9136,0,240,,
5456,11074,0,240,,
5456,5456,0,240,,
5456,5516,2,300,,
5456,6459,0,240,,
5458,5514,2,300,,
5458,5703,2,360,,
5463,5463,0,240,,
5463,5510,2,300,,
5463,5634,2,300,,
5463,5744,2,300,,
5464,11858,0,240,,
5464,11860,0,240,,
5464,11861,0,240,,
5464,5464,0,240,,
5464,5509,0,240,,
5464,5593,0,240,,
5464,5633,0,240,,
5464,5700,0,240,,
5464,5743,0,240,,
5464,6000,0,240,,
5464,6077,0,240,,
5474,11077,2,300,,
5474,11078,2,300,,
549,10966,0,240,,
549,10967,2,360,,
5494,10880,2,120,,
5494,11764,2,300,,
5494,11882,0,240,,
5494,5045,2,120,,
5494,5122,2,120,,
5494,5262,2,120,,
5494,5667,2,120,,
5494,5768,2,120,,
5494,5769,2,120,,
5494,5793,2,120,,
5494,6467,2,120,,
5498,11077,2,360,,
5498,11078,2,360,,
55,55,0,240,,
5505,5638,2,300,,
5505,5697,2,360,,
5507,5507,0,240,,
5509,11858,0,240,,
5509,11860,0,240,,
5509,11861,0,240,,
5509,12949,0,240,,
5509,5464,0,240,,
5509,5509,0,240,,
5509,5593,0,240,,
5509,5633,0,240,,
5509,5700,0,240,,
5509,5743,0,240,,
5509,6000,0,240,,
5509,6077,0,240,,
5514,5514,0,240,,
5516,11074,0,240,,
5516,6459,0,240,,
5528,5446,0,240,,
5528,5528,0,240,,
5531,6094,2,300,,
5532,5444,2,300,,
5533,9021,2,300,,
5535,11755,0,240,,
5535,5441,0,240,,
5538,5538,0,240,,
5539,5539,0,240,,
5540,6341,0,240,,
5542,11704,0,240,,
5542,13013,0,240,,
5542,5542,0,240,,
5542,6088,0,240,,
5542,6174,0,240,,
5542,6195,2,360,,
5542,6340,2,300,,
5543,11704,2,420,,
5543,13013,2,420,,
5543,5436,2,300,,
5543,5543,0,240,,
5543,6139,0,240,,
5543,6174,2,360,,
5543,6195,2,300,,
5543,6340,2,300,,
5543,8854,2,360,,
5547,5432,2,300,,
5547,5547,0,240,,
5547,6321,2,360,,
5553,4845,0,240,,
5553,4939,0,240,,
5553,5093,2,120,,
5553,5230,0,240,,
5553,5244,0,240,,
5553,5997,2,120,,
5553,6080,2,120,,
5553,6455,0,240,,
5555,5555,0,240,,
5557,12944,2,300,,
5557,12945,2,360,,
5557,5557,0,240,,
5557,5628,2,360,,
5557,5629,0,240,,
5561,11122,0,240,,
5561,5583,0,240,,
5567,4925,0,240,,
5567,4933,0,240,,
5583,11122,0,240,,
5583,5561,0,240,,
5583,5583,0,240,,
5583,5623,0,240,,
5585,5621,0,240,,
5585,6464,0,240,,
5588,5588,0,240,,
5591,5596,0,240,,
5591,5706,2,300,,
5591,6078,0,240,,
5593,11858,0,240,,
5593,11860,0,240,,
5593,11861,2,300,,
5593,12949,0,240,,
5593,5464,0,240,,
5593,5509,0,240,,
5593,5593,0,240,,
5593,5633,0,240,,
5593,5700,0,240,,
5593,5743,0,240,,
5593,6000,0,240,,
5593,6077,0,240,,
5596,5591,2,300,,
5596,5596,0,240,,
5596,6078,2,300,,
56,11016,0,240,,
56,114,0,240,,
5601,5621,0,240,,
5601,6464,0,240,,
5615,4925,2,360,,
5615,4933,0,240,,
5621,5585,0,240,,
5621,5601,0,240,,
5623,11122,0,240,,
5623,5561,0,240,,
5623,5583,0,240,,
5623,5623,0,240,,
5628,12944,2,360,,
5628,12945,2,360,,
5628,5629,0,240,,
5629,12944,2,300,,
5629,5557,0,240,,
5629,5628,0,240,,
5631,5631,0,240,,
5633,11858,0,240,,
5633,11860,0,240,,
5633,11861,0,240,,
5633,12949,0,240,,
5633,5464,0,240,,
5633,5593,0,240,,
5633,5700,0,240,,
5633,5743,0,240,,
5633,6000,0,240,,
5633,6077,0,240,,
5637,5467,2,300,,
5641,5708,0,240,,
5641,5737,0,240,,
5644,5690,0,240,,
5644,6462,0,240,,
5651,11131,0,240,,
5651,11132,0,240,,
5656,5034,0,240,,
5656,5055,0,240,,
5659,5117,0,240,,
5659,5127,0,240,,
5661,5673,2,300,,
5661,5837,0,240,,
5664,5670,0,240,,
5664,5722,2,300,,
5665,5665,0,240,,
5665,5668,0,240,,
5666,5668,2,300,,
5675,5117,0,240,,
5675,5127,0,240,,
5678,5034,0,240,,
5678,5055,0,240,,
5683,11131,0,240,,
5683,11132,0,240,,
569,110,0,240,,
569,59,2,300,,
569,60,2,300,,
5693,5708,2,300,,
5693,5737,0,240,,
5697,5467,2,360,,
5700,11858,0,240,,
5700,11860,0,240,,
5700,11861,2,300,,
5700,12949,0,240,,
5700,5464,0,240,,
5700,5509,0,240,,
5700,5593,0,240,,
5700,5633,0,240,,
5700,5700,0,240,,
5700,5743,0,240,,
5700,6000,0,240,,
5700,6077,0,240,,
5706,6078,0,240,,
5708,5641,0,240,,
5708,5693,2,300,,
5715,11133,0,240,,
5715,11134,0,240,,
5719,5037,0,240,,
5719,5052,0,240,,
5725,5037,0,240,,
5725,5052,0,240,,
5729,11133,0,240,,
5729,11134,0,240,,
5737,5641,2,300,,
5737,5693,0,240,,
5741,5703,2,300,,
5743,5509,0,240,,
5761,5796,2,360,,
5762,13052,0,240,,
5762,6480,0,240,,
5769,10880,0,240,,
5769,10881,0,240,,
5769,11764,0,240,,
5769,11882,0,240,,
5769,5045,0,240,,
5769,5122,0,240,,
5769,5262,0,240,,
5769,5494,0,240,,
5769,5667,0,240,,
5769,5668,0,240,,
5769,5768,0,240,,
5769,5769,0,240,,
5769,5793,0,240,,
5769,5891,0,240,,
5769,6467,2,300,,
5769,8057,2,300,,
5769,8060,2,300,,
5776,13052,2,300,,
5777,5761,0,240,,
5777,5777,0,240,,
5781,11135,0,240,,
5781,5797,0,240,,
5792,5745,2,300,,
5792,5937,2,360,,
5797,11135,0,240,,
5797,5781,0,240,,
5797,5797,0,240,,
5801,5955,0,240,,
5801,6004,0,240,,
5803,5954,0,240,,
5803,6114,0,240,,
5805,5287,2,360,,
5805,5288,2,360,,
5811,5820,0,240,,
5811,8967,0,240,,
5813,11490,0,240,,
5813,5818,0,240,,
5813,5909,0,240,,
5815,11664,2,300,,
5815,5180,2,360,,
5815,5183,2,300,,
5815,5815,0,240,,
5815,9720,0,240,,
582,582,0,240,,
5826,11592,0,240,,
5826,5287,2,300,,
5826,5288,2,360,,
5826,5805,0,240,,
5826,5826,0,240,,
5828,5954,0,240,,
5828,6114,0,240,,
5830,5955,0,240,,
5830,6004,0,240,,
5834,5761,2,300,,
5834,5777,2,300,,
584,405,0,240,,
584,4887,2,480,,
584,542,2,540,,
584,584,0,240,,
5844,5844,0,240,,
5844,8056,2,300,,
5844,8061,2,300,,
5845,9929,2,300,,
585,11473,2,300,,
585,585,0,240,,
5854,10159,0,240,,
5860,5845,0,240,,
5860,5860,0,240,,
5860,9929,2,300,,
5862,5844,0,240,,
5869,5069,0,240,,
5890,10914,0,240,,
5890,5148,0,240,,
5890,5252,0,240,,
5890,7639,0,240,,
59,11113,2,300,,
59,322,2,300,,
59,569,2,300,,
5918,11137,0,240,,
5918,9452,0,240,,
5919,5295,0,240,,
5935,11907,2,300,,
5935,5938,2,300,,
5935,6015,2,300,,
5954,5803,0,240,,
5954,5828,0,240,,
5955,5801,0,240,,
5955,5830,0,240,,
596,596,0,240,,
5960,5295,0,240,,
5961,11137,0,240,,
5961,9452,0,240,,
5975,13018,0,240,,
5975,5975,4,0,14712078,14712196
5975,5975,4,0,14712079,14712197
5975,5975,4,0,14712080,14712198
5975,5975,4,0,14712081,14712200
5975,5975,4,0,14712082,14712201
5975,5975,4,0,14712083,14712202
5975,5975,4,0,14712084,14712203
5975,5975,4,0,14712085,14712204
5975,5975,4,0,14712086,14712205
5975,5975,4,0,14712087,14712206
5975,5975,4,0,14712088,14712207
5975,5975,4,0,14712089,14712208
5975,5975,4,0,14712090,14712209
5975,5975,4,0,14712091,14712210
5975,5975,4,0,14712092,14712211
5975,5975,4,0,14712093,14712212
5975,5975,4,0,14712094,14712158
5975,5975,4,0,14712095,14712159
5975,5975,4,0,14712096,14712213
5975,5975,4,0,14712097,14712214
5975,5975,4,0,14712098,14712215
5975,5975,4,0,14712099,14712169
5975,5975,4,0,14712100,14712170
5975,5975,4,0,14712101,14712171
5975,5975,4,0,14712102,14712172
5975,5975,4,0,14712103,14712173
5975,5975,4,0,14712104,14712160
5975,5975,4,0,14712105,14712161
5975,5975,4,0,14712106,14712162
5975,5975,4,0,14712107,14712163
5975,5975,4,0,14712108,14712167
5975,5975,4,0,14712108,14736598
5975,5975,4,0,14712109,14712168
5975,5975,4,0,14712110,14712148
5975,5975,4,0,14712111,14712179
5975,5975,4,0,14712112,14712180
5975,5975,4,0,14712113,14712181
5975,5975,4,0,14712114,14712182
5975,5975,4,0,14712115,14712183
5975,5975,4,0,14712116,14712184
5975,5975,4,0,14712117,14712185
5975,5975,4,0,14712118,14712186
5975,5975,4,0,14712119,14712187
5975,5975,4,0,14712120,14712188
5975,5975,4,0,14712121,14712189
5975,5975,4,0,14712122,14712191
5975,5975,4,0,14712123,14712164
5975,5975,4,0,14712124,14712165
5975,5975,4,0,14712125,14712166
5975,5975,4,0,14712126,14712174
5975,5975,4,0,14712127,14712175
5975,5975,4,0,14712128,14712176
5975,5975,4,0,14712129,14712177
5975,5975,4,0,14712130,14712178
5975,5975,4,0,14712131,14712149
5975,5975,4,0,14712132,14712154
5975,5975,4,0,14712133,14712157
5975,5975,4,0,14712134,14712151
5975,5975,4,0,14712135,14712216
5975,5975,4,0,14712136,14712155
5975,5975,4,0,14712137,14712153
5975,5975,4,0,14712138,14712152
5975,5975,4,0,14712139,14712150
5975,5975,4,0,14712140,14712156
5975,5975,4,0,14712141,14712217
5975,5975,4,0,14712142,14712190
5975,5975,4,0,14712143,14712192
5975,5975,4,0,14712144,14712193
5975,5975,4,0,14712145,14712194
5975,5975,4,0,14712146,14712195
5975,5975,4,0,14712147,14712199
5975,5975,4,0,14712218,14712292
5975,5975,4,0,14712219,14712329
5975,5975,4,0,14712220,14712297
5975,5975,4,0,14712221,14712298
5975,5975,4,0,14712222,14712330
5975,5975,4,0,14712223,14712324
5975,5975,4,0,14712224,14712331
5975,5975,4,0,14712225,14712332
5975,5975,4,0,14712226,14712333
5975,5975,4,0,14712227,14712335
5975,5975,4,0,14712228,14712336
5975,5975,4,0,14712229,14712337
5975,5975,4,0,14712230,14712338
5975,5975,4,0,14712231,14712339
5975,5975,4,0,14712232,14712340
5975,5975,4,0,14712233,14712341
5975,5975,4,0,14712234,14712342
5975,5975,4,0,14712235,14712343
5975,5975,4,0,14712236,14712344
5975,5975,4,0,14712237,14712284
5975,5975,4,0,14712238,14712285
5975,5975,4,0,14712239,14712286
5975,5975,4,0,14712240,14712287
5975,5975,4,0,14712241,14712288
5975,5975,4,0,14712242,14712289
5975,5975,4,0,14712243,14712290
5975,5975,4,0,14712244,14712291
5975,5975,4,0,14712245,14712299
5975,5975,4,0,14712246,14712300
5975,5975,4,0,14712247,14712301
5975,5975,4,0,14712248,14712302
5975,5975,4,0,14712249,14712319
5975,5975,4,0,14712250,14712345
5975,5975,4,0,14712251,14712282
5975,5975,4,0,14712252,14712283
5975,5975,4,0,14712253,14712318
5975,5975,4,0,14712254,14712325
5975,5975,4,0,14712255,14712326
5975,5975,4,0,14712256,14712327
5975,5975,4,0,14712257,14712303
5975,5975,4,0,14712258,14712296
5975,5975,4,0,14712259,14712328
5975,5975,4,0,14712260,14712304
5975,5975,4,0,14712261,14712305
5975,5975,4,0,14712262,14712306
5975,5975,4,0,14712263,14712307
5975,5975,4,0,14712264,14712308
5975,5975,4,0,14712265,14712309
5975,5975,4,0,14712266,14712310
5975,5975,4,0,14712267,14712334
5975,5975,4,0,14712268,14712295
5975,5975,4,0,14712269,14712320
5975,5975,4,0,14712270,14712321
5975,5975,4,0,14712271,14712322
5975,5975,4,0,14712272,14712323
5975,5975,4,0,14712273,14712311
5975,5975,4,0,14712274,14712312
5975,5975,4,0,14712275,14712313
5975,5975,4,0,14712276,14712314
5975,5975,4,0,14712277,14712315
5975,5975,4,0,14712278,14712316
5975,5975,4,0,14712279,14712317
5975,5975,4,0,14712280,14712293
5975,5975,4,0,14712281,14712294
5975,5975,4,0,14712346,14712447
5975,5975,4,0,14712347,14712448
5975,5975,4,0,14712348,14712449
5975,5975,4,0,14712349,14712438
5975,5975,4,0,14712350,14712451
5975,5975,4,0,14712351,14712422
5975,5975,4,0,14712352,14712423
5975,5975,4,0,14712353,14712424
5975,5975,4,0,14712354,14712425
5975,5975,4,0,14712355,14712426
5975,5975,4,0,14712356,14712427
5975,5975,4,0,14712357,14712429
5975,5975,4,0,14712358,14712452
5975,5975,4,0,14712359,14712453
5975,5975,4,0,14712360,14712454
5975,5975,4,0,14712361,14712455
5975,5975,4,0,14712362,14712456
5975,5975,4,0,14712363,14712457
5975,5975,4,0,14712364,14712458
5975,5975,4,0,14712365,14712459
5975,5975,4,0,14712366,14712408
5975,5975,4,0,14712367,14712409
5975,5975,4,0,14712368,14712410
5975,5975,4,0,14712369,14712411
5975,5975,4,0,14712370,14712412
5975,5975,4,0,14712371,14712413
5975,5975,4,0,14712372,14712414
5975,5975,4,0,14712373,14712415
5975,5975,4,0,14712374,14712416
5975,5975,4,0,14712375,14712428
5975,5975,4,0,14712376,14712403
5975,5975,4,0,14712377,14712404
5975,5975,4,0,14712378,14712417
5975,5975,4,0,14712379,14712418
5975,5975,4,0,14712380,14712419
5975,5975,4,0,14712381,14712420
5975,5975,4,0,14712382,14712421
5975,5975,4,0,14712383,14712430
5975,5975,4,0,14712384,14712431
5975,5975,4,0,14712385,14712432
5975,5975,4,0,14712386,14712433
5975,5975,4,0,14712387,14712434
5975,5975,4,0,14712388,14712435
5975,5975,4,0,14712389,14712436
5975,5975,4,0,14712390,14712437
5975,5975,4,0,14712391,14712439
